#,Please rank the following noodles in order of your preference.,Thanks for ranking your favorite noodles!,Start Date (UTC),Submit Date (UTC),Network ID,Tags
sbl85gpnt9wrhdx8psblsrynubpjbf9v,"Awful communications from AMD for developers targeting ROCm,The UI/UX changes for Slack,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,IBM effectively blocking the expansion of Power to OEMs and downstream customers, Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,Removal/lack of support for AVX512 across the client HW stack from intel,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,The whole CentOS debacle. If you know\, you know.,Spark. If you know\, you know.,C++ in HPC",Different noodle types. Cascatelli is a fun wikipedia entry.,2023-11-06 18:58:29,2023-11-06 19:00:37,577ff5f85e,
funh87n5wwd9ltfunh6yzmp902vhzy6y,"Awful communications from AMD for developers targeting ROCm,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,Removal/lack of support for AVX512 across the client HW stack from intel, Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,The UI/UX changes for Slack,Spark. If you know\, you know.,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,The whole CentOS debacle. If you know\, you know.,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,C++ in HPC,I was trying to install pstree with apt-get pstree\, but the package name was psmisc",,2023-11-06 17:44:06,2023-11-06 17:47:04,1cf203f21a,
j0w8kba6lnzfqfnti6j0w8k8co04wpp0,"For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,Awful communications from AMD for developers targeting ROCm,Removal/lack of support for AVX512 across the client HW stack from intel,C++ in HPC,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,Spark. If you know\, you know.,The UI/UX changes for Slack,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,IBM effectively blocking the expansion of Power to OEMs and downstream customers,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,The whole CentOS debacle. If you know\, you know.,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle""",,2023-11-06 17:26:04,2023-11-06 17:27:20,18e82ddd67,
viad3qlpp786cf765yviad3tunsb4sed,"Awful communications from AMD for developers targeting ROCm,The UI/UX changes for Slack,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,Spark. If you know\, you know.,C++ in HPC,Removal/lack of support for AVX512 across the client HW stack from intel,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,The whole CentOS debacle. If you know\, you know.,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"", Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.",,2023-11-06 17:18:29,2023-11-06 17:19:41,4c97b1ce3a,
jlpgi18abd15jxfrjlpgmlv4be8gmnsf,"For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,The UI/UX changes for Slack,Removal/lack of support for AVX512 across the client HW stack from intel,C++ in HPC,IBM effectively blocking the expansion of Power to OEMs and downstream customers,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,Spark. If you know\, you know.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",Awful communications from AMD for developers targeting ROCm,The whole CentOS debacle. If you know\, you know., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.",,2023-11-05 21:25:37,2023-11-05 21:26:00,df7fd647d8,
tjh3x3s3zohvq3z9tjh3xac1edm5xpu0,"Awful communications from AMD for developers targeting ROCm,The UI/UX changes for Slack,The whole CentOS debacle. If you know\, you know.,Removal/lack of support for AVX512 across the client HW stack from intel,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,C++ in HPC, Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,IBM effectively blocking the expansion of Power to OEMs and downstream customers,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,Spark. If you know\, you know.,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.",More varieties of noodles!,2023-11-03 19:48:23,2023-11-03 19:50:30,bdc6b4f8be,
wzn12irv2w5dviwznnojoikgvhx3dosn,"Removal/lack of support for AVX512 across the client HW stack from intel,The whole CentOS debacle. If you know\, you know.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,Spark. If you know\, you know.,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,The UI/UX changes for Slack,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,C++ in HPC,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,Awful communications from AMD for developers targeting ROCm,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.",,2023-11-03 13:16:05,2023-11-03 13:18:41,be1d55e587,
ksq1cwrpxuwqliyfwh4ksq1cwrf60hvn,"Awful communications from AMD for developers targeting ROCm,Removal/lack of support for AVX512 across the client HW stack from intel,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,The whole CentOS debacle. If you know\, you know.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit..., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,C++ in HPC,The UI/UX changes for Slack,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",Infiniband Leadtimes. 6 + months for optics? You can't be serious?,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,Spark. If you know\, you know.,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.",,2023-11-03 09:48:28,2023-11-03 09:52:23,85c2e07b41,
aijeqn0cogki2ak8zpl1taijeqng2c3e," Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,The UI/UX changes for Slack,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,Spark. If you know\, you know.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",Awful communications from AMD for developers targeting ROCm,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,The whole CentOS debacle. If you know\, you know.,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,C++ in HPC,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,Removal/lack of support for AVX512 across the client HW stack from intel",,2023-11-02 19:55:12,2023-11-02 19:58:20,3241814dc1,
wr8byzbjbthfqzzvtqjewr8byzbjqif0,"The whole CentOS debacle. If you know\, you know.,The UI/UX changes for Slack,Awful communications from AMD for developers targeting ROCm,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,C++ in HPC,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?, Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,Removal/lack of support for AVX512 across the client HW stack from intel,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",Spark. If you know\, you know.,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,IBM effectively blocking the expansion of Power to OEMs and downstream customers,I was trying to install pstree with apt-get pstree\, but the package name was psmisc",,2023-11-02 13:38:04,2023-11-02 13:40:25,62d56ad163,
gg3ug8dkjyv0hmfxgg3ubq161urq2suo,"The whole CentOS debacle. If you know\, you know.,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,Removal/lack of support for AVX512 across the client HW stack from intel,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,Awful communications from AMD for developers targeting ROCm,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",C++ in HPC,Spark. If you know\, you know., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,The UI/UX changes for Slack,IBM effectively blocking the expansion of Power to OEMs and downstream customers,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,Infiniband Leadtimes. 6 + months for optics? You can't be serious?,The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?",,2023-11-02 01:33:48,2023-11-02 01:35:38,612aef4ee3,
q0hk5y13esxdvjwe7mehq0hk5s59iwju,"Infiniband Leadtimes. 6 + months for optics? You can't be serious?,The whole CentOS debacle. If you know\, you know., Table flip rage when my container was building for 5+ hours and a package download timed out and the entire thing was lost.,The UI/UX changes for Slack,PMIx (and getting it to work) has sent me into a blind rage multiple times in the last week. I'm questioning all my life choices.,Spark. If you know\, you know.,Removal/lack of support for AVX512 across the client HW stack from intel,That one time I  plugged in 110 volts to the experiment control panel connector that popped the tops off almost all of the TTL chips in the unit...,If I have to deal with &lt;community&gt;\, I humbly request that someone just give me a painless death.,Awful communications from AMD for developers targeting ROCm,I was trying to install pstree with apt-get pstree\, but the package name was psmisc,I typed ""gut status"" into my terminal and realized it would be a really useful command to have. Damn.,C++ in HPC,For all the talk of Arm taking over the world\, we still only have 2 HPC systems with Arm that are worth using.,""scontrol update state=resume"" was the convention to get nodes back into idle\, despite ""resume"" not being a state. I mentioned this to a vendor and we just looked at each other in silence. The following year's release was updated to allow ""state=idle"",The default storage medium for Kubernetes Secrets is a string with Base64 encoding. Who are we trying to protect the data from? Anti-technology lobbyists?,IBM effectively blocking the expansion of Power to OEMs and downstream customers",,2023-11-02 00:48:08,2023-11-02 00:52:31,a24ad469b1,
